auto,wage,number,id,job_name
0.9,44490,3420,522,"Patternmakers, Metal and Plastic"
0.9,32590,39450,523,"Molders, Shapers, and Casters, Except Metal and Plastic"
0.9,58030,60770,524,Appraisers and Assessors of Real Estate
0.9,46270,12030,525,"Pump Operators, Except Wellhead Pumpers"
0.9,62710,8680,526,Signal and Track Switch Repairers
0.91,25710,11460,527,Gaming and Sports Book Writers and Runners
0.91,37690,7980,528,Musical Instrument Repairers and Tuners
0.91,28100,38660,529,Tour Guides and Escorts
0.91,40420,19840,530,Mechanical Door Repairers
0.91,30970,20080,531,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
0.91,59620,3890,532,Gas Compressor and Gas Pumping Station Operators
0.91,41460,200140,533,Medical Records and Health Information Technicians
0.91,34460,85760,534,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
0.91,36190,117300,535,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
0.91,52320,4530,536,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
0.91,59840,13960,537,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
0.91,22340,423080,538,Dining Room and Cafeteria Attendants and Bartender Helpers
0.91,39010,19780,539,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
0.91,62240,15100,540,Geological and Petroleum Technicians
0.91,45180,143940,541,Automotive Body and Related Repairers
0.91,47850,970,542,"Patternmakers, Wood"
0.91,35340,71960,543,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
0.92,32170,398390,544,Pharmacy Technicians
0.92,40300,224340,545,Loan Interviewers and Clerks
0.92,46530,1760,546,Dredge Operators
0.92,67760,385700,547,Insurance Sales Agents
0.92,34800,97980,548,Cabinetmakers and Bench Carpenters
0.92,32040,15450,549,"Painting, Coating, and Decorating Workers"
0.92,36380,21500,550,Fence Erectors
0.92,33690,35570,551,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
0.92,27180,4528550,552,Retail Salespersons
0.92,20460,3426090,553,"Combined Food Preparation and Serving Workers, Including Fast Food"
0.92,30200,35890,554,Helpers-Carpenters
0.93,32100,8170,555,Cooling and Freezing Equipment Operators and Tenders
0.93,33020,19400,556,Fiberglass Laminators and Fabricators
0.93,53520,42890,557,"Service Unit Operators, Oil, Gas, and Mining"
0.93,33870,28590,558,Conveyor Operators and Tenders
0.93,35320,33020,559,Outdoor Power Equipment and Other Small Engine Mechanics
0.93,63750,1210,560,Locomotive Firers
0.93,30490,88070,561,Machine Feeders and Offbearers
0.93,50360,6250,562,"Model Makers, Metal and Plastic"
0.93,53620,14120,563,"Radio, Cellular, and Tower Equipment Installers and Repairs"
0.93,31740,133880,564,Butchers and Meat Cutters
0.93,34370,71260,565,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
0.93,37690,114680,566,Refuse and Recyclable Material Collectors
0.93,57950,58450,567,"Tax Examiners and Collectors, and Revenue Agents"
0.93,38710,19160,568,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
0.93,34260,542750,569,Industrial Truck and Tractor Operators
0.94,76730,1246540,570,Accountants and Auditors
0.94,38880,12290,571,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
0.94,30580,91530,572,"Mail Clerks and Mail Machine Operators, Except Postal Service"
0.94,24410,2564610,573,Waiters and Waitresses
0.94,25510,149800,574,"Meat, Poultry, and Fish Cutters and Trimmers"
0.94,77170,54700,575,Budget Analysts
0.94,43720,173920,576,Cement Masons and Concrete Finishers
0.94,28520,12560,577,Bicycle Repairers
0.94,34860,33600,578,"Coin, Vending, and Amusement Machine Servicers and Repairers"
0.94,42450,382730,579,"Welders, Cutters, Solderers, and Brazers"
0.94,29920,74120,580,Couriers and Messengers
0.94,33640,186030,581,"Interviewers, Except Eligibility and Loan"
0.94,23130,183990,582,"Cooks, Short Order"
0.94,45230,48320,583,Excavating and Loading Machine and Dragline Operators
0.94,28760,10780,584,"Helpers-Painters, Paperhangers, Plasterers, and Stucco Masons"
0.94,23530,248440,585,"Hotel, Motel, and Resort Desk Clerks"
0.94,42230,22280,586,Tire Builders
0.94,28630,8040,587,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
0.94,41240,161140,588,First-Line Supervisors of Housekeeping and Janitorial Workers
0.94,44260,14710,589,Agricultural Inspectors
0.94,53180,277310,590,Paralegals and Legal Assistants
0.95,24330,90630,591,Manicurists and Pedicurists
0.95,31080,74460,592,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
0.95,27860,15040,593,"Textile Cutting Machine Setters, Operators, and Tenders"
0.95,37620,298960,594,Bill and Account Collectors
0.95,91370,7170,595,Nuclear Power Reactor Operators
0.95,35280,10460,596,Gaming Surveillance Officers and Gaming Investigators
0.95,27450,98560,597,"Library Assistants, Clerical"
0.95,50560,356750,598,Operating Engineers and Other Construction Equipment Operators
0.95,33270,52730,599,Print Binding and Finishing Workers
0.95,42340,1270,600,Animal Breeders
0.95,32660,145560,601,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
0.95,33700,218530,602,Electrical and Electronic Equipment Assemblers
0.95,34610,16940,603,Adhesive Bonding Machine Operators and Tenders
0.95,28560,906570,604,Landscaping and Groundskeeping Workers
0.95,34920,74600,605,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
0.95,48360,82030,606,Postal Service Clerks
0.95,42310,26480,607,Jewelers and Precious Stone and Metal Workers
0.96,41190,197910,608,"Dispatchers, Except Police, Fire, and Ambulance"
0.96,29120,997770,609,Receptionists and Information Clerks
0.96,33010,2955550,610,"Office Clerks, General"
0.96,126900,15230,611,Compensation and Benefits Managers
0.96,29720,90910,612,"Switchboard Operators, Including Answering Service"
0.96,21380,499550,613,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
0.96,34860,3770,614,"Rock Splitters, Quarry"
0.96,36140,2295510,615,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
0.96,45490,53920,616,Surveying and Mapping Technicians
0.96,47480,1040,617,"Model Makers, Wood"
0.96,28110,30340,618,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
0.96,61020,39900,619,Locomotive Engineers
0.96,21990,94570,620,Gaming Dealers
0.96,27670,550,621,"Fabric Menders, Except Garment"
0.96,25430,1217370,622,"Cooks, Restaurant"
0.96,21740,117920,623,"Ushers, Lobby Attendants, and Ticket Takers"
0.96,37570,485220,624,Billing and Posting Clerks
0.97,46680,3510,625,Bridge and Lock Tenders
0.97,29850,76130,626,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
0.97,32550,1112780,627,Team Assemblers
0.97,26530,3500,628,Shoe Machine Operators and Tenders
0.97,35410,45540,629,Electromechanical Equipment Assemblers
0.97,47290,810,630,Farm Labor Contractors
0.97,28480,10860,631,Textile Bleaching and Dyeing Machine Operators and Tenders
0.97,40760,37110,632,Dental Laboratory Technicians
0.97,36050,29830,633,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
0.97,30860,26670,634,"Grinding and Polishing Workers, Hand"
0.97,35720,25230,635,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
0.97,38150,3020,636,Log Graders and Scalers
0.97,34220,28570,637,Ophthalmic Laboratory Technicians
0.97,21680,3541010,638,Cashiers
0.97,24750,5480,639,Motion Picture Projectionists
0.97,40640,33340,640,Prepress Technicians and Workers
0.97,29390,450330,641,Counter and Rental Clerks
0.97,31260,130950,642,File Clerks
0.97,79340,40850,643,Real Estate Brokers
0.97,43030,8860,644,Telephone Operators
0.97,40470,20420,645,Agricultural and Food Science Technicians
0.97,43580,159650,646,Payroll and Timekeeping Clerks
0.97,39320,37680,647,"Credit Authorizers, Checkers, and Clerks"
0.97,21410,404360,648,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
0.98,36560,4390,649,Models
0.98,40340,518950,650,"Inspectors, Testers, Sorters, Samplers, and Weighers"
0.98,40220,1566960,651,"Bookkeeping, Accounting, and Auditing Clerks"
0.98,47900,191200,652,Legal Secretaries
0.98,46780,870,653,Radio Operators
0.98,28440,426310,654,Driver/Sales Workers
0.98,64990,274420,655,"Claims Adjusters, Examiners, and Investigators"
0.98,33220,248740,656,Parts Salespersons
0.98,81160,72930,657,Credit Analysts
0.98,41180,17560,658,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
0.98,33150,676990,659,"Shipping, Receiving, and Traffic Clerks"
0.98,41980,72120,660,Procurement Clerks
0.98,30910,386520,661,Packaging and Filling Machine Operators and Tenders
0.98,34390,9520,662,Etchers and Engravers
0.98,28060,496760,663,Tellers
0.98,35540,18660,664,"Umpires, Referees, and Other Sports Officials"
0.98,65930,15130,665,"Insurance Appraisers, Auto Damage"
0.98,76260,305700,666,Loan Officers
0.98,35160,176850,667,Order Clerks
0.98,52380,59820,668,Brokerage Clerks
0.98,40780,274350,669,Insurance Claims and Policy Processing Clerks
0.98,42470,790,670,Timing Device Assemblers and Adjusters
0.99,31640,194810,671,Data Entry Keyers
0.99,34780,93410,672,Library Technicians
0.99,36480,41630,673,New Accounts Clerks
0.99,31740,26430,674,Photographic Process Workers and Processing Machine Operators
0.99,45340,70030,675,Tax Preparers
0.99,44250,88920,676,Cargo and Freight Agents
0.99,39720,1620,677,Watch Repairers
0.99,75480,91650,678,Insurance Underwriters
0.99,58490,510,679,Mathematical Technicians
0.99,25630,6540,680,"Sewers, Hand"
0.99,27170,215290,681,Telemarketers
