auto,wage,number,id,job_name
0.9,72650,28200,521,Transportation Inspectors
0.9,44490,3400,522,"Patternmakers, Metal and Plastic"
0.9,32590,43000,523,"Molders, Shapers, and Casters, Except Metal and Plastic"
0.9,58030,80800,524,Appraisers and Assessors of Real Estate
0.9,46270,11900,525,"Pump Operators, Except Wellhead Pumpers"
0.9,62710,10000,526,Signal and Track Switch Repairers
0.91,25710,11700,527,Gaming and Sports Book Writers and Runners
0.91,37690,8300,528,Musical Instrument Repairers and Tuners
0.91,28100,45800,529,Tour Guides and Escorts
0.91,40420,20400,530,Mechanical Door Repairers
0.91,30970,20100,531,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders"
0.91,59620,3900,532,Gas Compressor and Gas Pumping Station Operators
0.91,41460,206300,533,Medical Records and Health Information Technicians
0.91,34460,89900,534,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
0.91,36190,117800,535,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
0.91,52320,4400,536,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
0.91,59840,13900,537,"Electrical and Electronics Installers and Repairers, Transportation Equipment"
0.91,22340,431200,538,Dining Room and Cafeteria Attendants and Bartender Helpers
0.91,39010,19800,539,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
0.91,62240,15000,540,Geological and Petroleum Technicians
0.91,45180,160400,541,Automotive Body and Related Repairers
0.91,47850,1800,542,"Patternmakers, Wood"
0.91,35340,72300,543,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic"
0.92,32170,402500,544,Pharmacy Technicians
0.92,40300,229800,545,Loan Interviewers and Clerks
0.92,46530,1800,546,Dredge Operators
0.92,67760,501400,547,Insurance Sales Agents
0.92,34800,109300,548,Cabinetmakers and Bench Carpenters
0.92,32040,16300,549,"Painting, Coating, and Decorating Workers"
0.92,36380,25100,550,Fence Erectors
0.92,33690,35300,551,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic"
0.92,27180,4602500,552,Retail Salespersons
0.92,20460,3452200,553,"Combined Food Preparation and Serving Workers, Including Fast Food"
0.92,30200,36700,554,Helpers-Carpenters
0.93,32100,8700,555,Cooling and Freezing Equipment Operators and Tenders
0.93,33020,19700,556,Fiberglass Laminators and Fabricators
0.93,53520,41400,557,"Service Unit Operators, Oil, Gas, and Mining"
0.93,33870,28100,558,Conveyor Operators and Tenders
0.93,35320,37600,559,Outdoor Power Equipment and Other Small Engine Mechanics
0.93,63750,1200,560,Locomotive Firers
0.93,30490,87700,561,Machine Feeders and Offbearers
0.93,50360,6300,562,"Model Makers, Metal and Plastic"
0.93,53620,14500,563,"Radio, Cellular, and Tower Equipment Installers and Repairs"
0.93,31740,135700,564,Butchers and Meat Cutters
0.93,34370,71400,565,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
0.93,37690,136000,566,Refuse and Recyclable Material Collectors
0.93,57950,62100,567,"Tax Examiners and Collectors, and Revenue Agents"
0.93,38710,19200,568,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic"
0.93,34260,549900,569,Industrial Truck and Tractor Operators
0.94,76730,1397700,570,Accountants and Auditors
0.94,38880,12300,571,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
0.94,30580,95500,572,"Mail Clerks and Mail Machine Operators, Except Postal Service"
0.94,24410,2600500,573,Waiters and Waitresses
0.94,25510,156400,574,"Meat, Poultry, and Fish Cutters and Trimmers"
0.94,77170,58400,575,Budget Analysts
0.94,43720,178900,576,Cement Masons and Concrete Finishers
0.94,28520,12400,577,Bicycle Repairers
0.94,34860,36600,578,"Coin, Vending, and Amusement Machine Servicers and Repairers"
0.94,42450,404800,579,"Welders, Cutters, Solderers, and Brazers"
0.94,29920,95000,580,Couriers and Messengers
0.94,33640,194700,581,"Interviewers, Except Eligibility and Loan"
0.94,23130,185900,582,"Cooks, Short Order"
0.94,45230,50600,583,Excavating and Loading Machine and Dragline Operators
0.94,28760,10900,584,"Helpers-Painters, Paperhangers, Plasterers, and Stucco Masons"
0.94,23530,252600,585,"Hotel, Motel, and Resort Desk Clerks"
0.94,42230,22300,586,Tire Builders
0.94,28630,82400,587,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers"
0.94,41240,243500,588,First-Line Supervisors of Housekeeping and Janitorial Workers
0.94,44260,15600,589,Agricultural Inspectors
0.94,53180,285600,590,Paralegals and Legal Assistants
0.95,24330,126300,591,Manicurists and Pedicurists
0.95,31080,75900,592,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
0.95,27860,15000,593,"Textile Cutting Machine Setters, Operators, and Tenders"
0.95,37620,305700,594,Bill and Account Collectors
0.95,91370,7000,595,Nuclear Power Reactor Operators
0.95,35280,10700,596,Gaming Surveillance Officers and Gaming Investigators
0.95,27450,104300,597,"Library Assistants, Clerical"
0.95,50560,371100,598,Operating Engineers and Other Construction Equipment Operators
0.95,33270,54000,599,Print Binding and Finishing Workers
0.95,42340,9000,600,Animal Breeders
0.95,32660,145400,601,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic"
0.95,33700,218900,602,Electrical and Electronic Equipment Assemblers
0.95,34610,17000,603,Adhesive Bonding Machine Operators and Tenders
0.95,28560,1197900,604,Landscaping and Groundskeeping Workers
0.95,34920,76200,605,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic"
0.95,48360,79000,606,Postal Service Clerks
0.95,42310,37700,607,Jewelers and Precious Stone and Metal Workers
0.96,41190,201700,608,"Dispatchers, Except Police, Fire, and Ambulance"
0.96,29120,1053700,609,Receptionists and Information Clerks
0.96,33010,3117700,610,"Office Clerks, General"
0.96,126900,15800,611,Compensation and Benefits Managers
0.96,29720,93200,612,"Switchboard Operators, Including Answering Service"
0.96,21380,505200,613,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop"
0.96,34860,3700,614,"Rock Splitters, Quarry"
0.96,36140,2536200,615,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive"
0.96,45490,60200,616,Surveying and Mapping Technicians
0.96,47480,1900,617,"Model Makers, Wood"
0.96,28110,30800,618,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
0.96,61020,38800,619,Locomotive Engineers
0.96,21990,96900,620,Gaming Dealers
0.96,27670,700,621,"Fabric Menders, Except Garment"
0.96,25430,1231900,622,"Cooks, Restaurant"
0.96,21740,117700,623,"Ushers, Lobby Attendants, and Ticket Takers"
0.96,37570,501000,624,Billing and Posting Clerks
0.97,46680,3700,625,Bridge and Lock Tenders
0.97,29850,77100,626,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
0.97,32550,1130900,627,Team Assemblers
0.97,26530,3600,628,Shoe Machine Operators and Tenders
0.97,35410,45700,629,Electromechanical Equipment Assemblers
0.97,47290,3000,630,Farm Labor Contractors
0.97,28480,11300,631,Textile Bleaching and Dyeing Machine Operators and Tenders
0.97,40760,38100,632,Dental Laboratory Technicians
0.97,36050,30200,633,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
0.97,30860,26600,634,"Grinding and Polishing Workers, Hand"
0.97,35720,38000,635,"Pesticide Handlers, Sprayers, and Applicators, Vegetation"
0.97,38150,4200,636,Log Graders and Scalers
0.97,34220,29100,637,Ophthalmic Laboratory Technicians
0.97,21680,3555500,638,Cashiers
0.97,24750,5800,639,Motion Picture Projectionists
0.97,40640,34600,640,Prepress Technicians and Workers
0.97,29390,458200,641,Counter and Rental Clerks
0.97,31260,135000,642,File Clerks
0.97,79340,95300,643,Real Estate Brokers
0.97,43030,9100,644,Telephone Operators
0.97,40470,27500,645,Agricultural and Food Science Technicians
0.97,43580,166300,646,Payroll and Timekeeping Clerks
0.97,39320,38500,647,"Credit Authorizers, Checkers, and Clerks"
0.97,21410,409200,648,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop"
0.98,36560,4800,649,Models
0.98,40340,520700,650,"Inspectors, Testers, Sorters, Samplers, and Weighers"
0.98,40220,1730500,651,"Bookkeeping, Accounting, and Auditing Clerks"
0.98,47900,194700,652,Legal Secretaries
0.98,46780,900,653,Radio Operators
0.98,28440,467900,654,Driver/Sales Workers
0.98,64990,311100,655,"Claims Adjusters, Examiners, and Investigators"
0.98,33220,251900,656,Parts Salespersons
0.98,81160,73800,657,Credit Analysts
0.98,41180,17600,658,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic"
0.98,33150,681400,659,"Shipping, Receiving, and Traffic Clerks"
0.98,41980,74900,660,Procurement Clerks
0.98,30910,383000,661,Packaging and Filling Machine Operators and Tenders
0.98,34390,10600,662,Etchers and Engravers
0.98,28060,502700,663,Tellers
0.98,35540,21100,664,"Umpires, Referees, and Other Sports Officials"
0.98,65930,17600,665,"Insurance Appraisers, Auto Damage"
0.98,76260,318600,666,Loan Officers
0.98,35160,179000,667,Order Clerks
0.98,52380,60400,668,Brokerage Clerks
0.98,40780,308500,669,Insurance Claims and Policy Processing Clerks
0.98,42470,800,670,Timing Device Assemblers and Adjusters
0.99,31640,203800,671,Data Entry Keyers
0.99,34780,99200,672,Library Technicians
0.99,36480,42000,673,New Accounts Clerks
0.99,31740,26900,674,Photographic Process Workers and Processing Machine Operators
0.99,45340,95900,675,Tax Preparers
0.99,44250,89800,676,Cargo and Freight Agents
0.99,39720,1800,677,Watch Repairers
0.99,75480,104100,678,Insurance Underwriters
0.99,58490,600,679,Mathematical Technicians
0.99,25630,13500,680,"Sewers, Hand"
0.99,27170,216600,681,Telemarketers
